client,client_type,煤炭周期优选动态轮动策略,沪深300增强策略,中证800增强,中证2000增强,中证1000增强,半导体优选策略,成长红利量化选股,科创参数加强板,双创50增强,医疗ETF增强,通信ETF增强,食品ETF增强,军工ETF增强,旅游ETF增强,动量趋势策略,均衡持仓,杠铃,形态识别,计算机ETF优选策略,化工ETF优选策略
集中持仓型_10,synthetic_client,-0.0013959392463222808,-0.2806096856602683,-0.32776678434095624,-0.14472047440645952,-0.37994923799093056,-0.21111271748260668,-0.3486745052491406,-0.1640752119873406,0.11001366457225209,0.3432433505742898,-0.29487650583838715,0.26541980798671594,0.039992420652425864,-0.4966962580416043,-0.05037536226406458,-0.12430645181717198,-0.25194240768248655,0.1366965069589019,-0.2453240795329225,-0.2977782698171407
保守防御型_11,synthetic_client,0.2452618525717266,0.1488842110368055,-0.29707056606344157,-0.20280518468955372,-0.14926978256463158,0.10778472476384218,-0.0819294907602629,-0.266331613847925,0.09362259617587003,0.02780742929533267,-0.10803821198010344,0.3149843550964697,-0.002939920480091146,-0.5076154604573041,0.17815542057297576,-0.14428607036756513,-0.18669879764358965,-0.09564868941001792,0.1059000771773052,-0.26846844884860455
均衡配置型_12,synthetic_client,0.12971202637858195,-0.2070443477820566,-0.38317184492587725,-0.16082690794641663,-0.3830232126656115,-0.03205825659862652,-0.30861905782773597,-0.29984076663534626,0.20493518386327567,0.3281089037494576,-0.20640247297093595,0.37081179340558634,0.037766207837405474,-0.530139708627775,-0.046669409832688025,-0.23343399122421782,-0.3090910247483449,-0.033282559031656,-0.050698103150232765,-0.3127543674006968
高频交易型_13,synthetic_client,-0.19421723011508157,-0.08369231750268846,0.006181079318930499,0.2783467367311676,0.007252223237074112,-0.27710017114196656,-0.07930648252707329,0.17304044745423713,0.16678925850327686,0.47461708161678007,-0.04464676273817347,0.037417377364932725,0.012904871613546837,-0.0728013138841209,0.07176881242466038,0.022223698688097926,0.15430493281578092,0.3909507611257694,-0.26326767196369427,-0.013532230143642937
成长进攻型_14,synthetic_client,0.19237553804116514,-0.007563205264118855,-0.25585568965298194,-0.31224681849736297,-0.26695507741415503,0.09571663266858142,-0.07241077119570433,-0.32106170781653914,0.1452197205851939,0.15667141354473987,-0.2011728164446565,0.3280754697837857,0.13207394711294368,-0.43863966701670026,-0.005780236216467061,-0.06427501418602116,-0.21990742041359446,-0.10846315140511681,0.10547907467634904,-0.3093686083055885
集中持仓型_15,synthetic_client,0.14565202568359156,-0.28561532885400187,-0.33772058777184893,-0.17352239732853242,-0.4173887609485663,-0.030490233060160105,-0.40255532301077074,-0.2842974310964232,0.11250586148469988,0.3497065989346797,-0.16807528388519521,0.46490575103165555,0.07344332531012848,-0.5284701436152813,0.004179646422495853,-0.19708456049128148,-0.28435273356012136,0.05103079406115599,-0.06433066271373711,-0.23718865402128386
保守防御型_16,synthetic_client,0.3272559088042939,0.0726111909054378,-0.24936509784630473,-0.13172345040539474,-0.22072097786130818,0.23191670848710383,-0.046369786189060846,-0.23473372046780805,0.33641992327586784,0.26312372296776687,-0.09003186999894203,0.4017594645759567,0.23284970571165511,-0.4980654410708686,0.051095967554310645,-0.07939095910766103,-0.21936348132612976,-0.20263984862160922,0.23445118703043163,-0.18856317525900118
均衡配置型_17,synthetic_client,-0.22920589181542972,-0.17843010147077132,-0.21478971320481977,0.07091460690108228,-0.2307377659856255,-0.2868373482401559,-0.35265264211073216,-0.20870231817144858,0.08131739352482528,0.5587795356064756,-0.0967424027808807,0.02180095983960567,-0.17861223046496277,-0.3859753009821293,0.12355742740157069,-0.2867117881755368,-0.25466862504426346,0.2797671965930414,-0.26956962242940746,-0.18449759999541349
高频交易型_18,synthetic_client,0.034080448382440565,-0.0011874591336862306,-0.098772885008726,-0.15176264228605274,-0.10359435789601945,-0.0592261263752068,-0.037247143368405955,0.12207594671632002,-0.019133241830359415,0.1942478668390493,-0.20299309177147684,0.36379019453280054,0.23468111905003772,-0.1894623936032053,0.0790501543416387,0.10025885830697019,0.16153828061261738,0.17096220962072686,-0.09300817867789585,-0.06323505764595783
成长进攻型_19,synthetic_client,0.09181355084785803,-0.1500562823289363,-0.4164907903393052,-0.12073700249371033,-0.36883052996080684,-0.13083381157956409,-0.29245391699849493,-0.1847592671916054,0.20458537323086956,0.26560865156710267,-0.33243988007094655,0.4247721725747943,0.048400397152169844,-0.5684351409572107,-0.05433790883180667,-0.1611941258428355,-0.3204645660042939,-0.0070462236484626906,-0.1714765878052142,-0.3486350056036713
集中持仓型_20,synthetic_client,0.10023806048821114,-0.10571503538397409,-0.39096442805020765,-0.3138449513935628,-0.3871105285674881,-0.019076412061042963,-0.25800059107013873,-0.3210925419757273,0.24779624942296255,0.37066037980138017,-0.2750025706783113,0.27920915996092577,0.06704408739897091,-0.675578398209335,-0.030188695590673886,-0.20481823869167365,-0.3262303542123634,-0.11295812992172571,-0.030947581185092027,-0.3675456991067639
保守防御型_21,synthetic_client,0.47319117855625,-0.010550036640351174,-0.26507375850493714,-0.18687823551462174,-0.24575101227040752,0.34088270159084566,-0.11276265877423691,-0.20747957296445718,0.1665460779084209,0.0645855406665369,-0.04129904436889181,0.6593361164657479,0.2650305246848228,-0.4128383642631638,0.08490573173697838,-0.0700819817683207,-0.11645381027758334,-0.17531024264839906,0.3011067398811734,-0.12554406683552272
均衡配置型_22,synthetic_client,0.0589967512771776,-0.23129490066250408,-0.15787620390993024,0.1845047868554026,-0.23171138191164353,0.04426657078610899,-0.2944717250177961,-0.1594600519090233,0.30228446739323805,0.6109313693096178,0.08516403890346887,0.2181562459789494,0.05455858011840872,-0.24923824968607128,0.026775900736383862,-0.2399667537002107,-0.1494910299290505,0.1419350383380624,0.04367159817018179,-0.019914177359941942
高频交易型_23,synthetic_client,-0.06671757457410227,-0.05127666445286033,-0.059262036523521355,0.033842963083827726,-0.027050756011817778,-0.26602029683602146,-0.08326670833955047,0.18086205510893674,-0.047847507600686234,0.15473778651964745,-0.16937020708535905,0.2593810210118777,0.06714599662782345,-0.1699347072047135,0.07389381030225195,0.12267226812747095,0.15055187834759767,0.3058798193492728,-0.29201112105074717,-0.06690939684956815
成长进攻型_24,synthetic_client,-0.19486371855705747,-0.004088846111105798,-0.24605849556757903,0.17570872862508619,-0.12755400136965273,-0.3045224205613994,-0.2098878488801515,-0.12881239756565965,0.2533079114245521,0.5080192009282457,-0.1277010587200066,0.029921273596242748,-0.1913828604073914,-0.40060503593634744,0.11990486281937571,-0.25272556518088246,-0.178910274008809,0.2438157394473554,-0.27452107528724734,-0.2382821037438589
集中持仓型_25,synthetic_client,-0.21739669521953003,-0.0014314326587598625,-0.2682570455243581,-0.0022076801414358527,-0.12924146223524757,-0.33786087380905255,-0.2243100780572846,-0.04099372382589711,0.14021445901554122,0.41364057903553186,-0.2107553845036469,-0.004294790590468223,-0.1738421523753219,-0.42574038180288504,0.09980249643461828,-0.19557526185434287,-0.14879223810132686,0.26588998058170227,-0.3368354692800632,-0.2636346899596713
