entity_name,entity_type,theme,n_records,n_trade_days,log_trade_freq,avg_hold_days,turnover_rate,log_avg_trade_amount,buy_sell_ratio,trade_regularity,num_stocks,concentration_top3,concentration_top1,avg_position_pct,position_peak_ratio,stock_turnover,avg_return_pct,win_rate,profit_loss_ratio,max_drawdown,return_volatility,sharpe_approx,summary_cum_return_2025,summary_drawdown_2025,summary_annual_return
通信ETF增强,strategy,通信TMT,347,58,1.9434440565601196,14.0,2.116977532358205,13.95783020132219,1.0532544378698225,0.21504368467685972,21.0,0.2776054849069334,0.09328742330888029,0.03436294743845116,4.165571971257743,0.06051873198847262,2.4045,0.6276150627615062,2.7201828735863347,-0.2064,0.1488868827004008,16.149844475140775,2.4045,-0.2064,0.5676
食品ETF增强,strategy,消费防御,233,59,1.5992163583625623,49.0,1.3031853272447342,9.994976092045313,0.957983193277311,0.177301925637706,7.0,0.549611071303621,0.1848983947338897,0.44955870239448753,1.4201642402785326,0.030042918454935622,0.0353,0.512987012987013,1.2458192404444888,-0.1321,0.06460799633377484,0.5463719973242132,0.0353,-0.1321,0.148
军工ETF增强,strategy,军工行业,441,58,2.1521630852050992,56.0,2.4554599873914897,9.495503736333898,1.296875,0.3365728004459065,10.0,0.38470153419249953,0.1354110895362373,0.28046261348409507,2.6840880756280248,0.022675736961451247,0.7849,0.7857142857142857,1.9307427641206085,-0.2151,0.20072038095367617,3.910415057358552,0.7849,-0.2151,0.2268
旅游ETF增强,strategy,消费主题,1004,64,2.8146599361604685,7.0,3.2229512047878943,12.269673260135498,1.140724946695096,0.1719764311094484,41.0,0.11279311727587729,0.039761135356254064,0.030486211934391445,4.505697566984909,0.04083665338645418,-0.127,0.5206611570247934,1.0633157549120944,-0.2114,0.05417271896974672,-2.344353438691611,-0.127,-0.2114,0.1708
动量趋势策略,strategy,动量趋势,3398,298,2.5179129462561702,0.0,3.9031915031121502,15.570133873187777,1.0,0.7943987580529989,761.0,0.4782568424924411,0.15942104384200612,0.011462720204657944,13.396918225628108,0.22395526780459094,1.3091,0.2884955752212389,3.349818893801867,-0.1214,0.04694209381327491,27.88755024876618,1.3091,-0.1214,0.5358
均衡持仓,strategy,均衡配置,1184,62,3.000559314302307,35.0,2.375720785727103,10.171101731081357,0.9700499168053245,0.22036123086043635,71.0,0.11906024467632166,0.045779101131607276,0.36440831674496726,23.40583470606664,0.059966216216216214,0.4361,0.8224181360201511,2.9561314670497127,-0.0939,0.12694144210281322,3.4354423013943003,0.4361,-0.0939,0.2645
杠铃,strategy,杠铃配置,1140,59,3.011705711121795,14.0,1.4960564261278293,11.571195804467827,0.993006993006993,0.32325251352464374,121.0,0.20472945165849676,0.0722958824300968,0.015334555422119712,5.973365530166511,0.10614035087719298,0.3119,0.6871657754010695,1.7922368777628201,-0.12,0.07418978319466744,4.2040829150504715,0.3119,-0.12,0.241
形态识别,strategy,技术择时,5767,1014,1.9002216785327137,6.0,1.259419754835223,11.855031543532567,1.0031260854463355,0.8074747100729579,1033.0,0.038110984842910145,0.013449032651786291,0.029107662356432532,43.10955211349678,0.17912259406970696,0.3346,0.4675234456408475,1.2696189576604675,-0.2057,0.05612385875845131,5.96181387741118,0.3346,-0.2057,0.0604
计算机ETF优选策略,strategy,计算机行业,283,62,1.7164100319862683,42.0,1.7711102214888308,11.703810760674907,1.264,0.2376157746816297,15.0,0.37012125974226917,0.13808948802351068,0.06597931391049268,2.4537910837292345,0.053003533568904596,1.0552,0.6796116504854369,3.4431502336066684,-0.2322,0.2295161995999786,4.597496829588051,1.0552,-0.2322,0.5097
化工ETF优选策略,strategy,化工行业,403,64,1.9874461743092255,14.0,2.5298859850045057,12.259592283814476,1.0561224489795917,0.1719764311094484,17.0,0.28832195521621007,0.10484728309286691,0.05608751843247507,6.7865839381877775,0.04218362282878412,1.496,0.6996466431095406,3.0922194925513566,-0.1441,0.11369025714936928,13.158559383276927,1.496,-0.1441,0.3379
