CustomerID,cluster,features_array,recency,frequency,monetary,total_quantity,avg_unit_price,unique_products,avg_basket_value,avg_basket_size,tsne_1,tsne_2
16861,0,"[0.2119726782909824, -0.36154109848871796, -1.1372765428601832, -0.7572260066703969, -0.7739964316140413, -1.4189734902119118, -1.4323449256971368, -1.5777490723930951, -0.8665934701729586]",59,2,173.76,140,1.8950000000000002,6,86.88,70.0,-31.343475,-18.167229
17679,1,"[0.12231466711361952, -0.36154109848871796, 0.7982206021013435, 0.4429121801250815, 1.0100667756835804, -0.1328844661315162, -0.2424161459190606, 1.6832906623146309, 0.9468926098036068]",52,2,1992.1100000000006,729,5.309,29,996.0550000000003,364.5,17.881882,24.792353
12940,1,"[0.14908593548996496, -0.36154109848871796, 0.17875164197743262, 0.025402675229173274, 0.3938680385967974, 0.8181381786873076, 0.6941108511147717, 0.6381302967322848, 0.3149829038488429]",54,2,913.5400000000001,411,3.8207070707070683,87,456.77000000000004,205.5,11.475233,5.7166824
16574,1,"[0.34374405401060937, -0.9551041588627164, -0.3808687214224234, 0.03420718114225856, -1.1790426271478736, -0.16284447164279048, -0.29574536404614543, 0.6224057230761961, 1.092782768950067]",71,1,451.43999999999977,416,1.4257142857142857,28,451.43999999999977,416.0,-17.189365,37.642567
15957,1,"[-0.24234895705446052, -0.9551041588627164, -0.42152290811680687, -0.4595597727674431, -0.15835014690526664, 0.14317213962434328, 0.019237011584530752, 0.553762385316284, 0.34407447037594163]",31,1,428.88999999999993,211,2.787857142857143,40,428.88999999999993,211.0,-14.538979,26.181229
15790,1,"[-1.0141218145208533, -0.9551041588627164, -0.9475563470600459, -0.9059967694764954, 0.19734021467900237, 0.0033439655748774538, -0.12284430446574775, -0.33442881855245443, -0.33286650669824236]",10,1,220.84999999999997,114,3.4242857142857144,34,220.84999999999997,114.0,-16.289892,11.358362
15619,0,"[-1.0141218145208533, -0.9551041588627164, -0.6141632561795232, -0.7782313322774467, 0.6608160961058982, -1.9135258414179546, -1.8798371635841036, 0.22849511142729603, -0.13913332479038054]",10,1,336.40000000000003,136,4.416666666666667,3,336.40000000000003,136.0,-30.667147,-7.0244074
12471,2,"[-1.9531676919177459, 3.057229726504786, 2.62494684650084, 2.209546256446405, 0.611108995332217, 1.2953050080919397, 1.916145894580841, 1.1330246651867488, 0.630957218198052]",2,30,19824.049999999992,8212,4.300369565217392,150,660.8016666666664,273.73333333333335,74.830605,-1.5663826
12626,2,"[-0.45026876162088053, 1.4009626732344163, 1.7529311906847431, 1.5773308785606868, -0.1383658027647945, 1.6786329062582641, 1.5591676044711469, 1.2768091169106095, 1.0034589696008984]",23,9,6620.480000000001,3453,2.8210544217687055,232,735.608888888889,383.6666666666667,61.162624,13.625471
15967,1,"[-0.45026876162088053, -0.36154109848871796, -0.4403523577301434, -0.4595597727674431, -0.11062511630453122, 0.6650118034116302, 0.5641539038165909, -0.40548072603808594, -0.41784976736533386]",23,2,418.83000000000004,211,2.8676190476190477,73,209.41500000000002,105.5,1.7125874,-40.18795
14075,1,"[-1.5839727575384173, 0.05959859497575938, 0.20333919278150142, 0.46748974428032286, -0.8395943909747974, -0.0222733504933978, 0.037620393862338744, 0.1366300218037975, 0.5368291769332509]",4,3,942.2599999999999,754,1.8132558139534884,33,314.08666666666664,251.33333333333334,25.534235,-20.703276
14514,1,"[0.23567124767008962, 0.05959859497575938, 0.2933796688760726, 0.2875036742628039, 0.0925644768550613, 0.5639033118409962, 0.45333459941869014, 0.28835642252329136, 0.26473027825316453]",61,3,1055.35,589,3.2264383561643846,65,351.7833333333333,196.33333333333334,18.239227,6.144241
18218,1,"[1.1242472873115295, -0.36154109848871796, -0.07691890512066318, 0.28129185217642894, -0.8613430683934341, -0.5843192160726969, -0.5166491419528384, 0.2069945044524972, 0.7021998107522329]",211,2,662.08,584,1.786666666666667,17,331.04,292.0,2.3835168,16.894257
16916,1,"[-0.45026876162088053, -0.36154109848871796, -0.18713307553352213, 0.07505054568949107, -0.5300272117282239, 1.1629696907137677, 0.9856947671646072, 0.021201826845264306, 0.39008868802174373]",23,2,576.2599999999999,440,2.22041958041958,129,288.12999999999994,220.0,20.440207,-12.877371
13261,1,"[1.2963502093233503, -0.36154109848871796, 0.20488882401441072, -0.46301077063653756, 1.074454311104838, -1.1968780024186563, -1.1471326920498435, 0.6822147005017927, -0.4230579564965541]",268,2,944.1,210,5.48888888888889,8,472.05,105.0,-45.652916,19.470474
14536,0,"[1.2717554940002527, -0.9551041588627164, -1.146245172283741, -1.6587706879259148, 0.8298507625104304, -0.5365380919892608, -0.5928631562346663, -0.6699087591912497, -1.4743120312124502]",259,1,171.8,40,4.831578947368421,18,171.8,40.0,-56.396652,0.8054571
15100,0,"[1.4527728968122604, 0.05959859497575938, 0.14542231635102967, -1.161808925931981, 2.4729541571026803, -2.526084627763914, -1.8798371635841036, 0.0390537780279346, -1.909640561913824]",333,3,876.0,80,10.949999999999998,1,292.0,26.666666666666668,-48.684113,12.969005
18161,2,"[-0.7433152671534156, 0.6531616553497579, 0.6332514936959285, 0.5215109627867941, 0.3064290272964151, 0.31855028380966405, 0.5256094830222539, 0.17713865477730625, 0.05589635562863381]",15,5,1618.69,812,3.6401250000000003,49,323.738,162.4,29.013601,-26.864428
14465,1,"[1.234683695769187, 0.05959859497575938, 0.29583739669573117, 0.014695128339020999, -0.1340685596367442, 0.9991222761188722, 0.9100358670394956, 0.2924983900575596, -0.14724133283371832]",246,3,1058.62,405,2.8282307692307675,107,352.8733333333333,135.0,16.15214,-4.8777423
15004,1,"[0.8645127428603915, -0.9551041588627164, 0.42552076000627675, 0.33653975504358197, 0.02059906294011125, 1.3184105208871315, 1.0649320058817238, 1.9839694398925498, 1.5512154469915214]",147,1,1246.3199999999995,630,3.0956962025316455,154,1246.3199999999995,630.0,4.674014,48.98414
14423,0,"[1.1477258775042687, -0.9551041588627164, -0.8026377160851536, -0.8688759894014852, -0.7051612764452679, -1.9135258414179546, -1.8798371635841036, -0.08973818906095563, -0.27657955620137326]",218,1,265.2,120,1.9833333333333332,3,265.2,120.0,-68.04592,16.29438
15254,1,"[0.7595836631434494, -0.9551041588627164, -0.703989605065741, -0.26700554187571873, -0.6696139113489997, -0.5365380919892608, -0.6338794241615617, 0.07682609753977371, 0.6360481422724958]",127,1,300.36000000000007,275,2.03,18,300.36000000000007,275.0,-21.670155,35.14313
18282,0,"[-1.2442815772523708, -0.36154109848871796, -1.117992252309042, -0.9793802733571239, 0.9698452203251454, -0.8719065514189812, -0.9373352303283494, -1.5453711858416121, -1.200680870898232]",7,2,178.05,103,5.199166666666668,12,89.025,51.5,-41.320755,-18.83746
14148,0,"[1.1956070651534596, -0.9551041588627164, -1.2164394880056568, -2.301331040925195, 1.7061885207052798, -1.9135258414179546, -1.8798371635841036, -0.7884296918358342, -2.4486386134512053]",233,1,157.2,16,7.55,3,157.2,16.0,-60.64024,-15.233303
12715,1,"[0.6300673332820689, -0.9551041588627164, -0.5740431281839644, -0.5094249429503024, 0.18572537039223855, -0.4480907843663028, -0.5166491419528384, 0.2962367075800613, 0.2684629568266867]",106,1,353.85999999999996,197,3.401904761904761,20,353.85999999999996,197.0,-31.528675,25.521183
12611,1,"[0.12231466711361952, -0.9551041588627164, 0.3909938545177188, 0.5514140356928379, -0.22757524648039223, 0.5639033118409962, 0.36184728760633916, 1.925671827076621, 1.8770334382491225]",52,1,1193.32,846,2.675076923076922,65,1193.32,846.0,3.7402682,47.39858
17172,1,"[0.4108012735378776, -0.9551041588627164, -0.659353867347509, 0.13842088226372848, -1.806167697324804, -0.6884082687260351, -0.771298091953749, 0.15219216114814382, 1.2508040019162514]",78,1,317.76,480,0.8446666666666666,15,317.76,480.0,-20.848478,39.90179
16500,0,"[-1.5839727575384173, 0.8788238577126581, -0.4751383599760685, -0.8510003688652262, 3.4263384293743715, -1.1968780024186563, -1.0013407340249256, -1.9258443536367857, -2.1887326793559128]",4,6,400.86,123,17.12,8,66.81,20.5,-19.121845,-40.309544
12367,0,"[-1.5839727575384173, -0.9551041588627164, -1.159703448990207, -0.603734607471715, 0.07819307877126536, -0.9426431355723457, -1.0013407340249256, -0.6926326434635657, 0.1254594044345668]",4,1,168.9,173,3.2,11,168.9,173.0,-26.96935,16.410278
15296,2,"[0.09451348533002758, 0.8788238577126581, 1.2845099842880463, 1.0881258212824259, 0.22478802101511072, 1.2157456998447345, 1.228135206580266, 1.0304913307446943, 0.7109785163102804]",50,6,3672.859999999999,1766,3.477628865979381,137,612.1433333333332,294.3333333333333,43.638447,14.376758
16791,2,"[-0.2889936318079724, 1.074301348814235, 0.6823176434583108, 0.4761389069870181, -0.07848336412606731, 1.6238707112176942, 1.626709971610626, -0.19041819709512586, -0.38206296807918055]",29,7,1721.7799999999988,763,2.9222812499999997,218,245.96857142857127,109.0,36.593136,-42.96609
15738,2,"[-0.6191119355715736, 2.177752888527968, 1.49933964075293, 1.4703272473087612, -0.6016874333684687, 0.2638687915245777, 1.13702060132821, 0.07867931845353059, 0.20742073207687498]",18,16,4812.419999999998,2982,2.12121387283237,46,300.7762499999999,186.375,55.627007,-4.403837
13875,2,"[0.13582424944418936, 0.6531616553497579, 0.7117718530867534, 0.8735931715809291, -0.7243346795320648, 0.7339091870607539, 0.7331255112114785, 0.3094068145002949, 0.5876898014525918]",53,5,1786.7900000000002,1316,1.9584615384615385,79,357.35800000000006,263.2,32.27366,8.335618
14289,1,"[-1.1591548762862556, 0.8788238577126581, 0.1767667390941153, -0.2233790615715868, 1.0235970645216517, -0.0222733504933978, 0.10719833760542893, -0.8343861903573072, -1.2620817651871836]",8,6,911.26,292,5.346382978723404,33,151.87666666666667,48.666666666666664,-13.636663,-35.657894
13060,0,"[1.2548813825270426, -0.9551041588627164, -0.6852921350644732, -0.8510003688652262, 0.46954746551765797, -0.6884082687260351, -0.771298091953749, 0.10839619776588828, -0.2494744100758861]",253,1,307.53000000000003,123,3.9826666666666672,15,307.53000000000003,123.0,-50.766415,40.91952
17708,0,"[1.037413993790412, -0.36154109848871796, -0.797041610275377, -1.0688658311593051, 0.047451409512382525, -0.16284447164279048, -0.12284430446574775, -1.0059347261818257, -1.3349955610132527]",187,2,267.08,91,3.1440000000000006,28,133.54,45.5,-32.910583,-34.391136
12393,1,"[0.35371306187277846, 0.38625991939594, 0.6153328887812336, 0.5250932261228485, -0.4882616428584772, 0.28247443711957365, 0.3496387770210878, 0.4457136364985116, 0.30691430324192254]",72,4,1582.6000000000001,816,2.2796875,47,395.65000000000003,204.0,20.570648,11.682488
14377,0,"[1.0526301686759845, -0.36154109848871796, -0.1328409290812693, -0.43252391568537285, 2.099058402973, -0.9426431355723457, -1.0013407340249256, 0.11271919184142024, -0.377043738850751]",191,2,617.05,219,9.15,11,308.525,109.5,-17.69335,-12.072662
17783,1,"[0.35371306187277846, -0.36154109848871796, -0.7498537825656943, -0.08328121311631745, -0.7521977984051121, 0.5902854358525621, 0.3857189680975083, -0.926547056052241, 0.15061362693837604]",72,2,283.47,354,1.9226865671641795,67,141.735,177.0,-3.166717,-46.557037
17754,2,"[-2.7471805075492357, 0.6531616553497579, 0.7052827429410679, 1.1294776117393297, -1.6329869004884543, 0.7664430028636361, 0.6360802836401176, 0.29847471212504373, 0.9747008126281907]",0,5,1772.2600000000002,1869,0.9895652173913044,82,354.45200000000006,373.8,47.07047,-14.04824
17775,0,"[1.2577212353408456, -0.9551041588627164, -2.022605031793827, -1.2377094257070216, -1.8836099293989332, -1.9135258414179546, -1.8798371635841036, -2.1496152968672537, -0.8358487668421226]",254,1,56.4,72,0.7833333333333333,3,56.4,72.0,-75.34168,5.1486454
17809,2,"[-0.6994993303014623, 1.7850394597098471, 1.5926770127660137, 1.1993977962166582, -0.0881635690392879, 0.2638687915245777, 0.31185338989611683, 0.6210770894989885, 0.1153424108136641]",16,12,5411.91,2057,2.9057377049180326,46,450.9925,171.41666666666666,53.706654,-5.665839
14997,1,"[0.03548137359250203, 0.05959859497575938, -0.22965800927860672, 0.7559829987276288, -2.094379237122273, -0.2593477650730214, -0.35288694653692443, -0.5924178078920421, 0.9733219449521581]",46,3,546.2,1120,0.6265384615384615,25,182.0666666666667,373.3333333333333,-2.2676969,18.452211
17837,2,"[-0.02880467576611435, 1.2467247157237569, 0.6207275535203255, 0.19391884198385417, 0.4150235318715096, 1.0233357229112796, 1.1184234396317685, -0.4724813225555942, -0.9516133226685224]",42,8,1593.38,518,3.8654437869822473,110,199.1725,64.75,34.460175,-42.997684
16283,2,"[-1.4522013818187907, 0.6531616553497579, 0.6093905799141236, 0.8278532473509013, -0.39421561055097604, 1.0773800590596714, 1.1041861155716675, 0.13695099115140907, 0.5185501878630239]",5,5,1570.8099999999995,1236,2.4171686746987944,117,314.1619999999999,247.2,49.86059,-15.710405
14837,2,"[0.5050191838235175, 0.38625991939594, 0.648235458891612, 0.9372399809408551, -0.8858245411964033, 0.9041911864893869, 0.7630221487912081, 0.5011657035499892, 0.9301119718213751]",89,4,1649.5000000000007,1436,1.757037037037037,96,412.37500000000017,359.0,32.93906,10.763236
13601,1,"[0.01993794417961251, -0.36154109848871796, -0.04031098385279566, 0.2349343897566034, -0.7999130372448311, 0.847763372478981, 0.6941108511147717, 0.2687148768843972, 0.6320309395026964]",45,2,693.3199999999999,548,1.8624242424242428,90,346.65999999999997,274.0,19.819853,-11.132105
15655,1,"[1.2258517128136543, -0.9551041588627164, -0.20890372585487618, -0.14772463527507335, 0.018564219796719444, 0.0033439655748774538, -0.14537091834769936, 0.9127633032772964, 0.8169160677709698]",243,1,560.67,324,3.0920588235294124,34,560.67,324.0,-11.68342,52.367287
18221,1,"[-0.48102836591934256, 0.6531616553497579, 0.28296887214685074, 0.5024100864825598, -0.2721636067885762, 0.4796743202144433, 0.3496387770210878, -0.41247322157784094, 0.027076994951794144]",22,5,1041.6100000000001,791,2.6042187500000007,59,208.32200000000003,158.2,25.104364,-33.169434
14420,1,"[0.5811676126703111, -0.9551041588627164, -0.5019829220781866, -0.12560522466605378, -1.0813915310180682, -0.1328844661315162, -0.2686362624906655, 0.41790813846988795, 0.8504561541445308]",99,1,387.52,334,1.5313793103448277,29,387.52,334.0,-18.49301,36.642708
16924,1,"[-0.5131555044218983, 0.05959859497575938, 0.11844886308497826, 0.15788562750694188, -0.22473430990935472, 0.6159027519208378, 0.5546905754923959, -0.006384664197025093, 0.06891431398898484]",21,3,846.7499999999999,493,2.6796385542168677,69,282.24999999999994,164.33333333333334,22.280304,-15.634551
13483,0,"[0.28085731120959123, -0.9551041588627164, -1.3060496381847178, -0.6604108354978442, -1.5577618395452069, -1.019538180350572, -1.0709186777680157, -0.9397336608882403, 0.0395201532978807]",65,1,140.34000000000003,160,1.056,10,140.34000000000003,160.0,-32.404404,2.6453283
16680,0,"[-0.012189194322943516, -0.9551041588627164, -1.0932877807289432, -1.0454450616537294, -0.0164345720617638, -1.019538180350572, -1.0709186777680157, -0.5804918402719955, -0.5443146255899287]",43,1,183.70000000000002,94,3.03,10,183.70000000000002,94.0,-40.14001,6.470349
13207,0,"[-0.7433152671534156, -0.36154109848871796, -0.8485670051542357, -0.8109181981791215, -0.4802016983632883, -1.300967055071995, -1.2313833760961024, -1.0925997790860584, -0.9474131728534337]",15,2,250.26000000000005,130,2.2912500000000002,7,125.13000000000002,65.0,-27.080513,-16.656416
14714,0,"[-0.4207650075275993, -0.9551041588627164, -1.2015507545673443, -0.4000792547600644, 0.12514868552537003, -1.019538180350572, -1.0709186777680157, -0.7632905255820277, 0.43426592017425336]",24,1,160.19,229,3.2870000000000004,10,160.19,229.0,-31.62479,12.60262
17044,1,"[-0.3924185661095205, -0.9551041588627164, 0.20856551498781314, 0.17395981385953455, -0.5185020505260213, -1.4189734902119118, -1.4323449256971368, 1.6176472139791147, 1.30469236523735]",25,1,948.48,504,2.236666666666667,6,948.48,504.0,10.137179,38.62225
18043,1,"[-0.4207650075275993, 0.05959859497575938, -0.21054768421355652, -0.24872482663812853, -0.08440737981638882, 0.9909014212713672, 0.8531203317334412, -0.5602667250847347, -0.5443146255899287]",24,3,559.51,282,2.9121487603305782,106,186.50333333333333,94.0,17.544762,-45.13347
17223,0,"[1.4012066699383743, -0.36154109848871796, -0.4254168554443193, -0.9188020924799495, 0.6385611332630606, 0.2055793923413473, 0.13984131529959384, -0.38032195883366315, -1.109664830364181]",310,2,426.78999999999985,112,4.364285714285712,43,213.39499999999992,56.0,-31.009375,-34.510307
13898,0,"[1.4352510298951668, -0.9551041588627164, -1.2228488015192271, -0.7943918010652946, -0.26585113369510377, -0.8719065514189812, -0.9373352303283494, -0.7992516196148483, -0.16363775343734613]",325,1,155.93,133,2.6141666666666667,12,155.93,133.0,-62.600838,12.778202
14315,2,"[0.004052873724562407, 0.8788238577126581, 0.972699556582665, 0.6884981141037327, 0.3406600348612978, 0.5504109043678078, 0.7099458618415083, 0.504884904465956, 0.10728946613082639]",44,6,2481.129999999999,1021,3.7100000000000013,64,413.52166666666653,170.16666666666666,27.83786,1.3337929
15382,2,"[-0.7899599419069274, 0.8788238577126581, 1.6688007224289907, 1.6868180427320136, -0.3811261622252002, 1.5167499728353468, 1.5805639822488406, 1.6786548467226696, 1.617037828008421]",14,6,5955.709999999999,4012,2.4367549668874173,193,992.6183333333332,668.6666666666666,60.829613,16.401716
16224,2,"[0.18747061620962863, 0.38625991939594, 0.4561485336902421, 0.7533739353968629, -0.37017414476376576, 0.847763372478981, 0.6697543922452289, 0.17749830992847518, 0.6519727069116299]",57,4,1295.2999999999997,1116,2.4532291666666675,90,323.82499999999993,279.0,29.67197,7.790315
13508,0,"[1.2258517128136543, -0.9551041588627164, -1.4912766586713957, -2.0198419008349853, 0.9673809618786844, -0.8719065514189812, -0.9373352303283494, -1.252483760284172, -2.0218112337019796]",243,1,110.97,24,5.192500000000001,12,110.97,24.0,-59.393257,-9.08458
14958,0,"[0.8645127428603915, 0.05959859497575938, -0.3003074784634619, -0.8165112116743142, 1.1987253332236505, -0.0222733504933978, 0.019237011584530752, -0.7112530356791618, -1.396156875661058]",147,3,499.6799999999999,129,5.850714285714284,33,166.55999999999997,43.0,-30.039427,-36.045444
17193,1,"[-0.15722225608834575, 1.074301348814235, 0.6718733108363708, 0.8383975113179035, -0.3850061501853768, -0.5843192160726969, -0.19242224820883794, -0.20799152285124245, 0.1638575601856911]",35,7,1699.3,1254,2.4309374999999998,17,242.75714285714284,179.14285714285714,20.15112,-21.298912
15604,1,"[0.12231466711361952, -0.9551041588627164, -0.9637052526306923, -0.664958418368502, -1.070425241914993, -0.5843192160726969, -0.6771138402809252, -0.3616957465043535, 0.032624566206125576]",52,1,216.39000000000001,159,1.5435294117647056,17,216.39000000000001,159.0,-33.00002,9.875926
17712,1,"[0.004052873724562407, -0.9551041588627164, -0.2642439080014421, -0.4459166710662748, 0.7635478265653745, -0.1328844661315162, -0.2686362624906655, 0.8193231160872623, 0.3647617670471229]",44,1,522.91,215,4.665172413793104,29,522.91,215.0,-33.561153,20.763798
16828,0,"[0.5364476836914571, -0.36154109848871796, -1.3756178717499477, -1.380850673234208, 0.3600277610485262, -1.1968780024186563, -1.2313833760961024, -1.9775138643467887, -1.80173540257528]",93,2,128.5,59,3.75,8,64.25,29.5,-43.854736,-26.12661
13188,0,"[-0.9512350717198356, -0.9551041588627164, -1.465906472954016, -1.9912153027899857, 2.193000980566249, -2.1677607082642654, -2.1098798056552805, -1.2096469858008598, -1.9784041742652794]",11,1,114.60000000000001,25,9.575,2,114.60000000000001,25.0,-49.09539,-13.724895
15535,0,"[0.9814834318411189, 0.38625991939594, -0.24402823162541554, -0.7418594456334308, 0.7746358530140997, 0.41870286882596813, 0.4746596474687932, -1.0003578289509474, -1.5954266377746045]",173,4,536.3999999999999,143,4.692666666666665,55,134.09999999999997,35.75,-30.178057,-37.65258
14779,0,"[1.3278930308636623, 0.05959859497575938, -0.5047918410855529, -1.1266269498095232, 1.5030792776376847, 0.14317213962434328, 0.0004210396772187555, -1.0549529835993008, -1.857549152118049]",280,3,386.1499999999999,84,6.824390243902438,40,128.71666666666664,28.0,-30.707684,-36.06101
14713,2,"[-1.0830064474394623, 1.6678644091882338, 1.0299303430662512, 1.0229257816095862, -0.35645162888459997, 1.2715791395316596, 1.672692975446946, -0.20998019902863527, -0.055018910823775656]",9,11,2666.3599999999988,1615,2.473982300884955,146,242.39636363636353,146.8181818181818,61.2,-19.791992
17950,1,"[0.35371306187277846, 0.05959859497575938, -0.32856539834003035, -0.059016883739883015, -0.45960284268400503, 0.5367093039658842, 0.4314252313494297, -0.7587724276387986, -0.25843590153233065]",72,3,482.20000000000005,366,2.320985915492958,63,160.73333333333335,122.0,1.7901678,-49.143726
14944,2,"[-0.2889936318079724, 1.7850394597098471, 1.6613625157089438, 1.4282770814975412, -0.02971085805747885, 0.9486093553522106, 1.1231134349567948, 0.7368250906335678, 0.4608114762219678]",29,12,5900.25,2815,3.006705882352941,101,491.6875,234.58333333333334,60.63536,2.5006733
13225,2,"[-1.7452478873513255, 1.074301348814235, 1.7338940782868348, 1.5694700156429944, -0.4326417450469823, -0.33008434922638585, -0.19242224820883794, 1.581713699090971, 1.2690598904509176]",3,7,6463.840000000002,3416,2.3603125,23,923.4057142857146,488.0,44.782284,-10.634702
13329,1,"[-0.24234895705446052, -0.36154109848871796, 0.062346691738735235, 0.11215764739399116, -0.506601182800879, -0.6348321368393577, -0.6771138402809252, 0.4418153026618659, 0.4462307734411199]",31,2,788.9999999999999,463,2.2535294117647062,16,394.49999999999994,231.5,1.1453862,8.78521
14770,1,"[1.1925118072695458, -0.36154109848871796, 0.14580304093621588, 0.1534396156504258, 0.2077406169143096, 0.31855028380966405, 0.18643557632254595, 0.582559642139525, 0.5086965253401651]",232,2,876.4200000000001,490,3.4444230769230777,49,438.21000000000004,245.0,5.744835,1.1231084
16565,0,"[1.5169208118835968, -0.9551041588627164, -1.1375495971318945, -1.559086295953984, 0.9391617953665895, -1.9135258414179546, -1.8798371635841036, -0.6552265492960665, -1.3231586765443504]",364,1,173.7,46,5.116666666666667,3,173.7,46.0,-62.131393,-10.226515
13398,1,"[1.056384678995799, -0.9551041588627164, -0.3705662885277688, -0.2513084919539658, 0.2000974442380363, -0.22599529657304757, -0.35288694653692443, 0.6398010626079622, 0.6598498800082658]",192,1,457.3400000000001,281,3.429615384615386,26,457.3400000000001,281.0,-17.339706,52.294334
16094,1,"[-0.9512350717198356, 0.38625991939594, 0.31041897814800395, 0.35594361821731163, 0.2904864375895764, 0.30069643368605076, 0.3372409796766056, -0.06793815742168581, 0.05148500656474728]",11,4,1078.2299999999998,647,3.6079365079365076,48,269.55749999999995,161.75,19.898125,-31.31601
16232,1,"[-0.012189194322943516, 0.38625991939594, 0.24330505309207956, 0.23758851882519472, -0.3750095587036504, -0.29400850253629585, -0.0796098883463843, -0.1809302197264389, -0.12708161062420723]",43,4,990.8799999999999,550,2.445945945945946,24,247.71999999999997,137.5,4.430128,-14.948464
15292,0,"[1.0893254409223783, -0.9551041588627164, -1.1052599441015063, -1.4182888634858144, 0.7504233208897008, -0.29400850253629585, -0.38306569451317196, -0.6007064681103932, -1.109664830364181]",201,1,180.93999999999997,56,4.6328000000000005,24,180.93999999999997,56.0,-55.94558,1.7758228
16117,1,"[1.0450621245382, -0.9551041588627164, -0.9078467845783388, -0.8109181981791215, -0.3729806940527535, -0.10390693489965795, -0.2424161459190606, -0.2673804495807359, -0.18869704622046843]",189,1,232.21,130,2.449,30,232.21,130.0,-50.797752,29.350964
17190,0,"[0.1998254745188311, -0.36154109848871796, -0.39273227158744334, -0.6558914112155505, 2.7204378830505656, -0.4912083856311655, -0.5928631562346663, -0.32526114968075964, -0.7139486661016986]",58,2,444.74,161,12.313684210526317,19,222.37,80.5,-17.156494,-14.276084
15429,1,"[-0.36514206065476573, -0.36154109848871796, -0.48211427401708945, -0.03169180591418827, -0.6411249168484253, 0.7115349407725874, 0.5451139112016542, -0.47582240531072095, 0.22862746369394946]",26,2,397.35,380,2.067926829268293,77,198.675,190.0,4.66908,-39.908783
